257	131
254	129
238	129
215	131
204	136
192	142
186	148
177	160
166	175
160	186
153	202
151	223
147	243
150	265
153	280
169	297
188	311
205	316
227	327
251	327
267	327
283	321
302	312
320	299
333	283
338	271
342	255
342	242
338	224
337	211
337	201
328	185
311	170
310	162
305	158
302	152
288	144
276	137
269	135
263	132
262	131
253	130
248	130
242	131
214	126
204	134
201	135
190	149
177	172
162	289
239	230
239	229
241	226
249	226
257	229
255	236
246	235
240	233
238	226
238	224
245	224
245	233
245	236
239	234
237	229
240	227
