92	74
92	86
89	98
95	111
93	125
94	136
95	150
89	160
99	78
111	88
118	101
123	115
129	122
132	127
140	138
149	150
159	160
157	70
157	85
156	96
159	108
157	121
161	136
161	153
204	69
204	82
204	92
202	104
208	113
207	127
205	140
204	151
248	65
248	84
248	96
248	109
248	108
250	120
248	130
251	141
253	156
255	68
265	67
278	68
288	70
294	76
300	87
296	100
292	104
293	104
292	104
291	104
277	105
266	104
261	105
372	75
360	68
345	62
345	63
345	66
334	69
335	84
339	92
346	100
357	110
364	118
363	118
373	125
375	135
375	134
370	146
356	153
335	145
336	145
339	145
340	144
327	131
327	132
329	132
349	153
91	237
99	230
107	224
119	224
130	223
140	231
146	240
144	251
136	259
128	266
127	266
117	275
107	285
99	294
97	299
110	300
119	297
133	297
143	296
157	296
195	219
182	225
179	235
179	248
180	258
180	269
182	278
183	289
192	296
204	296
216	293
222	280
223	267
222	251
221	238
220	226
210	217
271	210
261	213
253	218
255	230
256	247
256	258
258	267
261	277
267	288
279	287
287	286
294	278
295	265
295	255
295	244
294	244
293	230
290	217
279	209
352	207
339	210
331	218
331	230
331	229
331	241
342	242
342	243
349	244
359	242
366	209
366	219
366	230
369	241
369	242
369	256
369	268
369	269
368	280
368	290
